"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
ids_24,ids_sr,,radio,"26. Feeling restless","0, I do not feel restless | 1, I am often fidgety, wring my hands, or need to shift how I'm sitting | 2, I have impulses to move about and am quite restless | 3, At times, I am unable to stay seated and need to pace around",,,,,,,,,,,,
ids_25,ids_sr,,radio,"27. Aches and pains","0, I do not have any feeling of heaviness in my arms or legs and I do not have any aches or pains | 1, Sometimes I get headaches or pains in my stomach, back or joints but these pains are only sometimes | 2, It takes me several seconds to respond to most questions and I am sure my thinking is slowed | 3, I am often unable to respond to questions without extreme effort",,,,,,,,,,,,
ids_26,ids_sr,,radio,"28. Other bodily symptoms","0, I do not have any of these symptoms: heart pounding fast, blurred vision, sweating, hot and cold flashes, chest pain, heart turning over in my chest, ringing in my ears, or shaking | 1, I have some of these symptoms but they are mild and are present only sometimes | 2, I have several of these symptoms and they bother me quite a lot | 3, I have several of these symptoms and when they occur I have to stop doing whatever I am doing",,,,,,,,,,,,
ids_27,ids_sr,,radio,"29. Panic/phobic symptoms","0, I have no spells of panic of specific fears (phobia) (such as animals of heights) | 1, I have mild panic episodes or fears that do not usually change my behaviour or stop me from functioning | 2, I have significant panic episodes or fears that force me to change my behaviour but do not stop me from functioning | 3, I have panic episodes at least once a week or severe fears that stop me from carrying on my daily activities",,,,,,,,,,,,
ids_28,ids_sr,,radio,"30. Constipation/diarrhoea","0, There is no change in my usual bowel habits | 1, I have intermittent constipation or diarrhoea which is mild | 2, I have intermittent constipation or diarrhoea most of the time but it does not interfere with my day-to-day functioning | 3, I have constipation or diarrhoea for which I take medicating or which interferes with my day-to-day activities",,,,,,,,,,,,
ids_29,ids_sr,,radio,"31. Interpersonal sensitivity","0, I have not felt easily rejected, slighted, criticised or hurt by others at all | 1, I have occasionally felt rejected, slighted, criticised or hurt by others | 2, I have often felt rejected, slighted, criticised or hurt by others, but these feelings have only had slight effects on my relationships or work | 3, I have often felt rejected, slighted, criticised or hurt by others and these feelings have impaired my relationships and work",,,,,,,,,,,,
ids_30,ids_sr,,radio,"32. Leaded paralysis/physical energy. ","0, I have not experiences the physical sensation of feeling weighted down and without physical energy | 1, I have occasionally experienced periods of feeling physically weighted down and without physical energy, but without a negative effect on work, school, or activity level | 2, I feel physically weighted down (without physical energy) more than half the time | 3, I feel physically weighted down (without physical energy) most of the time, several hours per day, several days per week",,,,,,,,,,,,
cidi_1,cidi_sf,"These questions are about periods of sadness or depression you might have experienced since your last assessment.",radio,"1. Since your last assessment, has there been a period when you felt sad, empty or depressed for two weeks or longer?","0,Yes|1,No",,,,,,,,,,,,
cidi_2,cidi_sf,,radio,"2. Think about a period of two weeks since your last assessment when feeling sad, empty or depressed was worst. During this period of two weeks, how often did you feel this way?","0,Almost every day, most of the day|1,Less often",,,,,,"[cidi_1]=""0""",,,,,,
cidi_3,cidi_sf,,radio,"3. Since your last assessment, has there been a period lasting two weeks or more when you lost interest in most things like hobbies, work, or activities that usually give you pleasure?","0,Yes|1,No",,,,,,"[cidi_1] = '1' or [cidi_2]='1'",,,,,,
cidi_4,cidi_sf,,radio,"4. Think about the period of two weeks since your last assessment when your loss of interest was worst. During this period of two weeks, how often did you feel this way?","0,Almost every day, most of the day|1,Less often",,,,,,"[cidi_3]=""0""",,,,,,
cidi_5,cidi_sf,,radio,"5. During the period that you felt sad, empty or depressed, did you ever have a period lasting two weeks or more when you lost interest in most things like hobbies, work, or activities that usually give you pleasure?","0,Yes|1,No",,,,,,"[cidi_2]=""0""",,,,,,
cidi_6,cidi_sf,,radio,"6. Think about the period of two weeks since your last assessment when your loss of interest was worst. During this period of two weeks, how often did you feel this way?","0,Almost every day, most of the day|1,Less often",,,,,,"[cidi_5]=""0""",,,,,,
cidi_7,cidi_sf,"People who have periods in which they feel sad, empty or depressed or lose interest, often have other problems at the same time. During this period of at least two weeks since your last assessment when you felt sad, empty or depressed or lost interest in things:",radio,"7. Did you lack energy or feel tired more than usual?","0,Yes|1,No",,,,,,"[cidi_4]=""0"" or [cidi_5]=""1"" or  [cidi_6]=""1"" or  [cidi_6]=""0""",,,,,,
cidi_8,cidi_sf,,radio,"8. Did you have less appetite than usual almost every day?","0,Yes|1,No",,,,,,"[cidi_7]=""1"" or  [cidi_7]=""0""",,,,,,
cidi_9,cidi_sf,,radio,"9. Did you lose weight without trying to, as much as a kilo a week for several weeks?","0,Yes|1,No",,,,,,"[cidi_8]=""1"" or  [cidi_8]=""0""",,,,,,
cidi_10,cidi_sf,,text,"10. About how much weight did you lose in those weeks? (kg)",,kg,number,,,,"[cidi_9]=""0""",,,,,,
cidi_11,cidi_sf,"During this period of at least two weeks since your last assessment when you felt sad, empty or depressed or lost interest in things:",radio,"11. Did you have a much larger appetite than usual almost every day for two weeks or more?","0,Yes|1,Yes but only because of a pregnancy of growth spurt|2,No",,,,,,"[cidi_9]=""1"" or  [cidi_9]=""0""",,,,,,
cidi_12,cidi_sf,,radio,"12. Did your eating increase so much that you gained weight, as much as a kilo a week for several weeks?","0,Yes|1,No",,,,,,"[cidi_11]=""1"" or  [cidi_11]=""0"" or [cidi_11]=""2""",,,,,,
cidi_13,cidi_sf,,text,"13. About how much weight did you gain in those weeks? (kg)",,kg,number,,,,"[cidi_12]=""0""",,,,,,
cidi_14,cidi_sf,,radio,"14. Did you have trouble sleeping almost every night, either trouble falling asleep, waking in the middle of the night, or waking up too early?","0,Yes|1,No",,,,,,"[cidi_12]=""1"" or  [cidi_12]=""0""",,,,,,
cidi_15,cidi_sf,,radio,"15. Did you wake up at least two hours before you wanted to, every day for at least two weeks?","0,Yes|1,No",,,,,,"[cidi_14]=""0""",,,,,,
cidi_16,cidi_sf,,radio,"16. Were you sleeping too much almost every day?","0,Yes|1,No",,,,,,"[cidi_14]=""1"" or [cidi_15]=""1"" or  [cidi_15]=""0""",,,,,,
cidi_17,cidi_sf,,radio,"17. Did you talk or move more slowly than is normal for you almost every day, in a way that other people have noticed?","0,Yes, I talked or moved more slowly and other people did notice|1,Yes, I talked or moved more slowly but other people did not notice|2,No",,,,,,"[cidi_16]=""0"" or [cidi_16]=""1""",,,,,,
cidi_18,cidi_sf,,radio,"18. Did you have to be moving all the time, that is, you could not sit still and paced up and down or couldn't keep your hands still when sitting, in a way that other people noticed?","0,Yes, I had to be moving all the time and other people did notice|1,Yes, I had to be moving all the time but other people did not notice|2,No",,,,,,"[cidi_17]=""0"" or  [cidi_17]=""1"" or [cidi_17]=""2""",,,,,,
cidi_19,cidi_sf,,radio,"19. During this period of two weeks, did you have a lot more trouble concentrating than usual?","0,Yes|1,No",,,,,,"[cidi_18]=""0"" or [cidi_18]=""1"" or  [cidi_18]=""2""",,,,,,
cidi_20,cidi_sf,,radio,"20. During this period, were you able to make up your mind about things you ordinarily had no trouble deciding about?","0,Yes|1,No",,,,,,"[cidi_19]=""0"" or [cidi_19]=""1""",,,,,,
cidi_21,cidi_sf,,radio,"21. People sometimes feel down on themselves, no good, or worthless. During this period of two weeks, did you feel guilty or worthless?","0,Yes|1,No",,,,,,"[cidi_20]=""0"" or [cidi_20]=""1""",,,,,,
cidi_22,cidi_sf,,radio,"22. During this period of two weeks, did you think a lot about death - either your own, someone else's, or death in general?","0,Yes|1,No",,,,,,"[cidi_21]=""0"" or [cidi_21]=""1""",,,,,,
cidi_23,cidi_sf,"For the next question, please think about the periods of at last two weeks since your last assessment when you felt sad, empty or depressed or lost interest in things.",radio,"23. Did any period lasting two weeks or longer seriously interfere with your ability to do your job, take care of your house or family, or take care of yourself?","0,Yes|1,No",,,,,,"[cidi_22]=""0"" or [cidi_22]=""1""",,,,,,
cidi_24,cidi_sf,,text,"24. About how long did this period last? (In weeks, you may give an estimate). ",,,integer,,,,"[cidi_23]=""0"" or [cidi_23]=""1""",,,,,,
cidi_25,cidi_sf,,radio,"25. Did you tell a professional about these problems (for example a medical doctor, psychologist, social worker, nurse, or other helping professional)?","0,Yes|1,No",weeks,,,,,"[cidi_23]=""0"" or [cidi_23]=""1""",,,,,,
cidi_26,cidi_sf,"Since your last assessment",radio,"26. Have you ever had contact with a social service organisation for problems that you had that were not related to your physical health? (for example a mental health institute, psychologist, or social work)","0,Yes|1,No",,,,,,"[cidi_3] = '1' or [cidi_4] = '1' or [cidi_25]=""0"" or [cidi_25]=""1""",,,,,,
cidi_27,cidi_sf,,checkbox,"27. Have you been diagnosed with by a professional or medical doctor as having one of the following? You can tick more than one answer.","0, Depression | 1, Bipolar disorder | 2, Schizophrenia or psychosis | 3, Eating disorder | 4, Anxiety disorder | 5, Panic disorder | 6, Obsessive compulsive disorder | 7, Post-traumatic stress disorder | 8, Phobia | 9, ADD/ADHD | 10, Alcohol addiction | 11, Drug addiction | 12, Other | 13, None",,,,,,"[cidi_26]=""0"" or [cidi_26]=""1""",,,,,,
cidi_27a,cidi_sf,,text,"If, since your last assessment, you  have been diagnosed any other disorder by a professional or medical doctor, please specify",,,,,,,"[cidi_27(12)]=""1""",,,,,,
cidi_28,cidi_sf,,checkbox,"28. Have you received treatment for by a professional or medical doctor for any of the following. You can tick more than one answer.","0,Depression|1,Bipolar disorder|2,Schizophrenia or psychosis|3,Eating disorder|4,Anxiety disorder|5,Panic disorder|6,Obsessive compulsive disorder|7,Post-traumatic stress disorder|8,Phobia|9,ADD/ADHD|10,Alcohol addiction|11,Drug addiction|12,Other|13,None",,,,,,"[cidi_27(0)] = '1' or [cidi_27(1)] = '1' or [cidi_27(2)] = '1' or [cidi_27(3)] = '1' or [cidi_27(4)] = '1' or [cidi_27(5)] = '1' or [cidi_27(6)] = '1' or [cidi_27(7)] = '1' or [cidi_27(8)] = '1' or [cidi_27(9)] = '1' or [cidi_27(10)] = '1' or [cidi_27(11)] = '1' or [cidi_27(12)] = '1'",,,,,,
cidi_28a,cidi_sf,,text,"If, since your last assessment, you have received treatment for any other disorder by a professional or medical doctor, please specify",,,,,,,"[cidi_28(12)]=""1""",,,,,,
cidi_29,cidi_sf,,checkbox,"29. Have you received any of the following treatments. You can tick multiple answers.","0,Antidepressants|1,Psychotherapy (for example cognitive behavioural therapy, interpersonal therapy or other consults with a psychologist or psychotherapist)|2,Online help program or e-health intervention|3,Running therapy or physical activity|4,Light therapy|5,Hospitalization in psychiatric hospital|6,Electroconvulsive therapy (ECT)|7,Other|8,None of these treatments",,,,,,"[cidi_28(0)] = '1' or [cidi_28(1)] = '1' or [cidi_28(2)] = '1' or [cidi_28(3)] = '1' or [cidi_28(4)] = '1' or [cidi_28(5)] = '1' or [cidi_28(6)] = '1' or [cidi_28(7)] = '1' or [cidi_28(8)] = '1' or [cidi_28(9)] = '1' or [cidi_28(10)] = '1' or [cidi_28(11)] = '1' or [cidi_28(12)] = '1' or [cidi_28(13)] = '1' or [cidi_27(13)] = '1'",,,,,,
cidi_29a,cidi_sf,,text,"If, since your last assessment, you had any other treatment, please specify",,,,,,,"[cidi_29(7)]=""1""",,,,,,
cidi_30,cidi_sf,,text,"30. What is your weight in kg? (Please round your answer to the nearest whole number.)",,kg,integer,,,,"[cidi_29(0)] = '1' or [cidi_29(1)] = '1' or [cidi_29(2)] = '1' or [cidi_29(3)] = '1' or [cidi_29(4)] = '1' or [cidi_29(5)] = '1' or [cidi_29(6)] = '1' or [cidi_29(7)] = '1' or [cidi_29(8)] = '1'",,,,,,
gad7_1,gad7,"Over the past two weeks, how often have you been bothered by any of the following problems ",radio,"1. Feeling nervous, anxious or on edge","0,Not at all|1,Several days|2,More than half the days|3,Nearly every day",,,,,,,,,,gad7,,
gad7_2,gad7,,radio,"2. Not being able to stop or control worrying","0,Not at all|1,Several days|2,More than half the days|3,Nearly every day",,,,,,,,,,gad7,,
gad7_3,gad7,,radio,"3. Worrying too much about different things","0,Not at all|1,Several days|2,More than half the days|3,Nearly every day",,,,,,,,,,gad7,,
gad7_4,gad7,,radio,"4. Trouble relaxing","0,Not at all|1,Several days|2,More than half the days|3,Nearly every day",,,,,,,,,,gad7,,
gad7_5,gad7,,radio,"5. Being so restless that it's hard to sit still","0,Not at all|1,Several days|2,More than half the days|3,Nearly every day",,,,,,,,,,gad7,,
gad7_6,gad7,,radio,"6. Becoming easily annoyed or irritable","0,Not at all|1,Several days|2,More than half the days|3,Nearly every day",,,,,,,,,,gad7,,
gad7_7,gad7,,radio,"7. Feeling afraid as if something awful might happen","0,Not at all|1,Several days|2,More than half the days|3,Nearly every day",,,,,,,,,,gad7,,
wsas_0,wsas,,radio,"Are you retired or do you choose not to have a job for reasons unrelated to your MS?","0, Yes | 1, No",,,,,,,,,,,,
wsas_1,wsas,,radio,"1. Because of my MS, my ability to work is impaired.","0, 0 Not at all | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8  Very severely, to the point where cannot work",,,,,,,,,,,,
wsas_2,wsas,,radio,"2. Because of my MS, my home management (cleaning, tidying, shopping, cooking, looking after home or children, paying bills) is impaired.","0, 0 Not at all | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8  Very severely",,,,,,,,,,,,
wsas_3,wsas,,radio,"3. Because of my MS, my social leisure activities (with people, e.g. parties, bars, clubs, outings, visits, dating, home entertaining) are impaired.","0, 0 Not at all | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8  Very severely",,,,,,,,,,,,
wsas_4,wsas,,radio,"4. Because of my MS, my private leisure activities (done alone, such as reading, gardening, collecting, sewing, walking alone) are impaired.","0, 0 Not at all | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8  Very severely",,,,,,,,,,,,
wsas_5,wsas,,radio,"5. Because of my MS, my ability to form and maintain close relationships with others, including those I live with, is impaired.","0, 0 Not at all | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8  Very severely",,,,,,,,,,,,
sf36_1,sf_36,,radio,"1. In general, would you say your health is:","1,Excellent|2,Very Good|3,Good|4,Fair|5,Poor",,,,,,,,,,,,
sf36_2,sf_36,,radio,"2. Compared to one year ago, how would you rate your health in general at this time:","1,Much better now than one year ago|2,Somewhat better now than one year ago|3,Abouit the same as one year ago|4,Somewhat worse than one year ago|5,Much worse than one year ago",,,,,,,,,,,,
sf36_3a,sf_36,"3. The following items are about activities you might do during a typical day. Does you health now limit you in these activities? If so, how much?",radio,"a. Vigorous activities, such as running, lifting heavy objects, or participation in strenuous sports","1, Yes, limited a lot | 2, Yes, limited a little | 3, No, not limited",,,,,,,,,,sf36_3,,
sf36_3b,sf_36,,radio,"b. Moderate activities, such as moving a table, vacuuming, bowling or golfing","1, Yes, limited a lot | 2, Yes, limited a little | 3, No, not limited",,,,,,,,,,sf36_3,,
sf36_3c,sf_36,,radio,"c. Lifting or carrying groceries","1, Yes, limited a lot | 2, Yes, limited a little | 3, No, not limited",,,,,,,,,,sf36_3,,
sf36_3d,sf_36,,radio,"d. Climbing several flights of stairs","1, Yes, limited a lot | 2, Yes, limited a little | 3, No, not limited",,,,,,,,,,sf36_3,,
sf36_3e,sf_36,,radio,"e. Climbing one flight of stairs","1, Yes, limited a lot | 2, Yes, limited a little | 3, No, not limited",,,,,,,,,,sf36_3,,
sf36_3f,sf_36,,radio,"f. Bending, kneeling or stooping","1, Yes, limited a lot | 2, Yes, limited a little | 3, No, not limited",,,,,,,,,,sf36_3,,
sf36_3g,sf_36,,radio,"g. Walking more than a mile","1, Yes, limited a lot | 2, Yes, limited a little | 3, No, not limited",,,,,,,,,,sf36_3,,
sf36_3h,sf_36,,radio,"h. Walking several blocks","1, Yes, limited a lot | 2, Yes, limited a little | 3, No, not limited",,,,,,,,,,sf36_3,,
sf36_3i,sf_36,,radio,"i. Walking one block","1, Yes, limited a lot | 2, Yes, limited a little | 3, No, not limited",,,,,,,,,,sf36_3,,
sf36_3j,sf_36,,radio,"j. Bathing or dressing yourself","1, Yes, limited a lot | 2, Yes, limited a little | 3, No, not limited",,,,,,,,,,sf36_3,,
sf36_4a,sf_36,"4. During the past 4 weeks, have you had any of the following problems with your work or other regular activities as a result of you physical health?",radio,"a. Cut down on the amount of time spent on work or other activities","1,Yes|2,No",,,,,,,,RH,,,,
sf36_4b,sf_36,,radio,"b. Accomplished less than you would like","1,Yes|2,No",,,,,,,,RH,,,,
sf36_4c,sf_36,,radio,"c. Were  limited in the kind of work or other activities","1,Yes|2,No",,,,,,,,RH,,,,
sf36_4d,sf_36,,radio,"d. Had difficulty performing the work or other activities (For example - requiring extra effort)","1,Yes|2,No",,,,,,,,RH,,,,
sf36_5a,sf_36,"5. During the past four weeks, have you had any of the following problems with your work or other regular daily activities as result of any emotional problems (such as feeling depressed or anxious)?",radio,"a. Cut down on the amount of time you spent on work or other activities","1,Yes|2,No",,,,,,,,RH,,,,
sf36_5b,sf_36,,radio,"b. Accomplished less than you would like","1,Yes|2,No",,,,,,,,RH,,,,
sf36_5c,sf_36,,radio,"c. Did not do the work or other activities as carefully as usual","1,Yes|2,No",,,,,,,,RH,,,,
sf36_6,sf_36,6,radio,"During the past 4 weeks, to what extent has your physical health or emotional problems interfered with your normal social activities with family, friends, neighbors or groups?","1,Not at all|2,Slightly|3,Moderately|4,Quite a bit|5,Extremely",,,,,,,,,,,,
sf36_7,sf_36,7,radio,"How much bodily pain have you had during the past 4 weeks?","1,None|2,Very mild|3,Mild|4,Moderate|5,Severe|6,Very severe",,,,,,,,,,,,
sf36_8,sf_36,8,radio,"During the past 4 weeks, how much did pain interfere with your normal work (including both work outside the home and housework)?","1,Not at all|2,Slightly|3,Moderately|4,Quite a bit|5,Extremely",,,,,,,,,,,,
sf36_9a,sf_36,"9. These questions are about how you feel and how things have been with you during the past 4 weeks. Four each question, please give the one answer that comes closest to the way you have been feeling. How much of the time during the past 4 weeks:",radio,"a. Did you feel full of pep?","1,All of the time|2,Most of the time|3,A good bit of the time|4,Some of the time|5,A little of the time|6,None of the time",,,,,,,,,,sf36_9,,
sf36_9b,sf_36,,radio,"b. Have you been a very nervous person?","1,All of the time|2,Most of the time|3,A good bit of the time|4,Some of the time|5,A little of the time|6,None of the time",,,,,,,,,,sf36_9,,
sf36_9c,sf_36,,radio,"c. Have you felt so down in the damps that nothing could cheer you up?","1,All of the time|2,Most of the time|3,A good bit of the time|4,Some of the time|5,A little of the time|6,None of the time",,,,,,,,,,sf36_9,,
sf36_9d,sf_36,,radio,"d. Have you felt calm and peaceful?","1,All of the time|2,Most of the time|3,A good bit of the time|4,Some of the time|5,A little of the time|6,None of the time",,,,,,,,,,sf36_9,,
sf36_9e,sf_36,,radio,"e. Did you have a lot of energy?","1,All of the time|2,Most of the time|3,A good bit of the time|4,Some of the time|5,A little of the time|6,None of the time",,,,,,,,,,sf36_9,,
sf36_9f,sf_36,,radio,"f. Have you felt downhearted and blue?","1,All of the time|2,Most of the time|3,A good bit of the time|4,Some of the time|5,A little of the time|6,None of the time",,,,,,,,,,sf36_9,,
sf36_9g,sf_36,,radio,"g. Did you feel worn out?","1,All of the time|2,Most of the time|3,A good bit of the time|4,Some of the time|5,A little of the time|6,None of the time",,,,,,,,,,sf36_9,,
sf36_9h,sf_36,,radio,"h. Have you been a happy person?","1,All of the time|2,Most of the time|3,A good bit of the time|4,Some of the time|5,A little of the time|6,None of the time",,,,,,,,,,sf36_9,,
sf36_9i,sf_36,,radio,"i. Did you feel tired?","1,All of the time|2,Most of the time|3,A good bit of the time|4,Some of the time|5,A little of the time|6,None of the time",,,,,,,,,,sf36_9,,
sf36_10,sf_36,10,radio,"During the past 4 weeks, how much of the time has your physical health or emotional problems interfered with your social activities (like visiting friends, relatives etc.)?","1,All of the time|2,Most of the time|3,Some of the time|4,A little of the time|5,None of the time",,,,,,,,,,,,
sf36_11a,sf_36,"11. How TRUE or FALSE is the following statement to you?",radio,"a. I seem to get sick easier than other people","1, Definitely True | 2, Mostly True | 3, Do not Know | 4, Mostly False | 5, Definitely False",,,,,,,,,,sf36_11,,
sf36_11b,sf_36,,radio,"b. I am as healthy as anybody I know","1, Definitely True | 2, Mostly True | 3, Do not Know | 4, Mostly False | 5, Definitely False",,,,,,,,,,sf36_11,,
sf36_11c,sf_36,,radio,"c. I expect my health to get worse","1, Definitely True | 2, Mostly True | 3, Do not Know | 4, Mostly False | 5, Definitely False",,,,,,,,,,sf36_11,,
sf36_11d,sf_36,,radio,"d. My health is excellent","1, Definitely True | 2, Mostly True | 3, Do not Know | 4, Mostly False | 5, Definitely False",,,,,,,,,,sf36_11,,
bipq_1,bipq,"For the following questions, please mark the number that best corresponds to your views: ",radio,"1. How much does your Multiple Sclerosis (MS) affect your life?","0, 0 No affect at all | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10  Severely affects my life",,,,,,,,,,,,
bipq_2,bipq,,radio,"2. How long do you think your MS will continue?","0, 0 A very short time | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 Forever",,,,,,,,,,,,
bipq_3,bipq,,radio,"3. How much control do you feel you have over your MS?","0, 0 Absolutely no control | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 Extreme amount of control",,,,,,,,,,,,
bipq_4,bipq,,radio,"4. How much do you think your treatment can help your MS?","0, 0 Not at all | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 Extremely helpful",,,,,,,,,,,,
bipq_5,bipq,,radio,"5. How much do you experience symptoms from your MS?","0, 0 No symptoms at all | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 Many severe symptoms",,,,,,,,,,,,
bipq_6,bipq,,radio,"6. How concerned are you about your MS?","0, 0 Not at all concerned | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 Extremely concerned",,,,,,,,,,,,
bipq_7,bipq,,radio,"7. How well do you feel you understand your MS?","0, 0 Do not understand it at all | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 Understand very clearly",,,,,,,,,,,,
bipq_8,bipq,,radio,"8. How much does your MS affect you emotionally? (e.g. does it make you angry, scared, upset or depressed?","0, 0 Not at all affected emotionally | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 Extremely affected emotionally",,,,,,,,,,,,
csri_1_1a,csri,"1. In the last 3 months, have you ever used the service of a:",radio,"general practitioner (GP)","0,No|1,Yes","Only record one-to-one contacts here.",,,,,,,,,csri_1_1,,
csri_1_1b,csri,,radio,neurologist,"0,No|1,Yes","Only record one-to-one contacts here.",,,,,,,,,csri_1_1,,
csri_1_1c,csri,,radio,psychiatrist,"0,No|1,Yes","Only record one-to-one contacts here.",,,,,,,,,csri_1_1,,
csri_1_1d,csri,,radio,"another doctor (specify)","0,No|1,Yes","Only record one-to-one contacts here.",,,,,,,,,csri_1_1,,
csri_1_1e,csri,,radio,"practice nurse","0,No|1,Yes","Only record one-to-one contacts here.",,,,,,,,,csri_1_1,,
csri_1_1f,csri,,radio,pharmacist,"0,No|1,Yes","Only record one-to-one contacts here.",,,,,,,,,csri_1_1,,
csri_1_1g,csri,,radio,psychologist/therapist,"0,No|1,Yes","Only record one-to-one contacts here.",,,,,,,,,csri_1_1,,
csri_1_1h,csri,,radio,physiotherapist,"0,No|1,Yes","Only record one-to-one contacts here.",,,,,,,,,csri_1_1,,
csri_1_1i,csri,,radio,"social worker","0,No|1,Yes","Only record one-to-one contacts here.",,,,,,,,,csri_1_1,,
csri_1_1j,csri,,radio,"community mental health worker","0,No|1,Yes","Only record one-to-one contacts here.",,,,,,,,,csri_1_1,,
csri_1_1k,csri,,radio,acupuncturist,"0,No|1,Yes","Only record one-to-one contacts here.",,,,,,,,,csri_1_1,,
csri_1_1l,csri,,radio,osteopath,"0,No|1,Yes","Only record one-to-one contacts here.",,,,,,,,,csri_1_1,,
csri_1_1m,csri,,radio,homeopath/herbalist,"0,No|1,Yes","Only record one-to-one contacts here.",,,,,,,,,csri_1_1,,
csri_1_1n,csri,,radio,"occupational therapist","0,No|1,Yes","Only record one-to-one contacts here.",,,,,,,,,csri_1_1,,
csri_1_1o,csri,,radio,"Other care providers","0,No|1,Yes","Only record one-to-one contacts here.",,,,,,,,,csri_1_1,,
csri_1_1d2,csri,,text,"Please specify the service of another doctor",,,,,,,"[csri_1_1d]=""1""",,,,,,
csri_1_1o2,csri,,text,"Please specify the service of other care givers",,,,,,,"[csri_1_1o]=""1""",,,,,,
csri_1_5a,csri,"1. What are the number of MS related contacts in last 6 months, you had with (a):",text,"general practitioner (GP)",,,,,,,"([csri_1_2a]=0 or [csri_1_2a]="""") and ([csri_1_3a]=0 or [csri_1_3a]="""") and [csri_1_1a]=""1""",,,,,,
csri_1_5b,csri,,text,neurologist,,,,,,,"([csri_1_2b]=0 or [csri_1_2b]="""") and ([csri_1_3b]=0 or [csri_1_3b]="""") and [csri_1_1b]=""1""",,,,,,
csri_1_5c,csri,,text,psychiatrist,,,,,,,"([csri_1_2c]=0 or [csri_1_2c]="""") and ([csri_1_3c]=0 or [csri_1_3c]="""") and [csri_1_1c]=""1""",,,,,,
csri_1_5d,csri,,text,"another doctor",,,,,,,"([csri_1_2d]=0 or [csri_1_2d]="""") and ([csri_1_3d]=0 or [csri_1_3d]="""") and [csri_1_1d]=""1""",,,,,,
csri_1_5e,csri,,text,"practice nurse",,,,,,,"([csri_1_2e]=0 or [csri_1_2e]="""") and ([csri_1_3e]=0 or [csri_1_3e]="""") and [csri_1_1e]=""1""",,,,,,
csri_1_5f,csri,,text,pharmacist,,,,,,,"([csri_1_2f]=0 or [csri_1_2f]="""") and ([csri_1_3f]=0 or [csri_1_3f]="""") and [csri_1_1f]=""1""",,,,,,
csri_1_5g,csri,,text,psychologist/therapist,,,,,,,"([csri_1_2g]=0 or [csri_1_2g]="""") and ([csri_1_3g]=0 or [csri_1_3g]="""") and [csri_1_1g]=""1""",,,,,,
csri_1_5h,csri,,text,physiotherapist,,,,,,,"([csri_1_2h]=0 or [csri_1_2h]="""") and ([csri_1_3h]=0 or [csri_1_3h]="""") and [csri_1_1h]=""1""",,,,,,
csri_1_5i,csri,,text,"social worker",,,,,,,"([csri_1_2i]=0 or [csri_1_2i]="""") and ([csri_1_3i]=0 or [csri_1_3i]="""") and [csri_1_1i]=""1""",,,,,,
csri_1_5j,csri,,text,"community mental health worker",,,,,,,"([csri_1_2j]=0 or [csri_1_2j]="""") and ([csri_1_3j]=0 or [csri_1_3j]="""") and [csri_1_1j]=""1""",,,,,,
csri_1_5k,csri,,text,acupuncturist,,,,,,,"([csri_1_2k]=0 or [csri_1_2k]="""") and ([csri_1_3k]=0 or [csri_1_3k]="""") and [csri_1_1k]=""1""",,,,,,
csri_1_5l,csri,,text,osteopath,,,,,,,"([csri_1_2l]=0 or [csri_1_2l]="""") and ([csri_1_3l]=0 or [csri_1_3l]="""") and [csri_1_1l]=""1""",,,,,,
